OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID00559,IL5,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00390,IL6,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00947,IL6,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00482,IL6,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00666,IL6,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00478,IL7,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00478,IL7,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01253,IL7R,CARDIOMETABOLIC,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01253,IL7R,CARDIOMETABOLIC,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00471,IL8,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05215,ILKAP,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01021,ITGA11,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01455,ITGA5,DEVELOPMENT,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00959,ITGA6,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01242,ITGAM,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00671,ITGAV,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01406,ITGB1,DEVELOPMENT,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01091,ITGB1BP1,ORGAN_DAMAGE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00443,ITGB1BP2,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00565,ITGB2,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00696,ITGB5,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01026,ITGB6,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01161,ITGB7,METABOLISM,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00625,JAM-A,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00359,JAM-B,NEUROLOGY,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05425,JCHAIN,ONCOLOGY_III,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00995,KLRD1,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01023,LAG3,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00373,LAIR-2,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01488,LAIR1,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00547,LIF,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00511,LIF-R,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01155,LILRA5,METABOLISM,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01297,LILRB1,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01296,LILRB2,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00965,LILRB4,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01220,LILRB5,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00974,LY75,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01307,LYVE1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00453,MARCO,CARDIOVASCULAR_II,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01014,MASP1,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01243,MBL2,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00576,MCP-1,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00576,MCP-1,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00484,MCP-1,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00484,MCP-1,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00549,MCP-2,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00549,MCP-2,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00474,MCP-3,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00474,MCP-3,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00504,MCP-4,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00504,MCP-4,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00425,MERTK,CARDIOVASCULAR_II,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00310,MSR1,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01007,NCR1,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00548,NRTN,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00571,OPG,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00479,OPG,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00494,OSM,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01300,OSMR,CARDIOMETABOLIC,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00652,PECAM-1,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00623,PGLYRP1,CARDIOVASCULAR_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01420,PILRA,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01149,PILRB,METABOLISM,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00679,PODXL,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00438,PSGL-1,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05420,PSPN,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00336,SCARA5,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01459,SCARF1,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00342,SCARF2,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00408,SCF,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00500,SCF,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00684,SCF,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00596,SELE,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01249,SELL,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00574,SELP,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00315,SIGLEC1,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01375,SIGLEC10,CELL_REGULATION,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01317,SIGLEC6,CELL_REGULATION,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01160,SIGLEC7,METABOLISM,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00294,Siglec-9,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00720,TCL1A,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01326,TCL1B,CELL_REGULATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01298,TIMD4,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05548,TNF,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00649,TNF-R1,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00567,TNF-R2,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05432,TNFAIP8,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00561,TNFB,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00391,TNFRSF10A,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01309,TNFRSF10A,CELL_REGULATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00594,TNFRSF10C,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00394,TNFRSF11A,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00345,TNFRSF12A,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00461,TNFRSF13B,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05205,TNFRSF13C,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00563,TNFRSF14,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00718,TNFRSF19,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00365,TNFRSF21,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00722,TNFRSF4,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00663,TNFRSF6B,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00553,TNFRSF9,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00661,TNFSF13,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00617,TNFSF13B,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00506,TNFSF14,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00488,TRAIL,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00672,TRAIL,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00396,TRAIL-R2,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00521,TRANCE,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00991,TREM1,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00497,TSLP,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00555,TWEAK,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01257,VCAM1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01448,VSIG4,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00380,ANGPT1,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01132,ANGPT2,METABOLISM,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01150,ANGPTL1,METABOLISM,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01306,ANGPTL3,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01413,ANGPTL4,DEVELOPMENT,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01134,ANGPTL7,METABOLISM,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00526,ARTN,INFLAMMATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00325,BCAN,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00351,BMP-4,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00379,BMP-6,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00519,Beta-NGF,INFLAMMATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00335,Beta-NGF,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00290,CADM3,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01359,CDNF,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01441,CDON,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01335,CFC1,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01216,CHL1,CARDIOMETABOLIC,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05158,CLSTN1,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01166,CLSTN2,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01379,CLSTN3,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00586,CNTN1,CARDIOVASCULAR_III,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01108,CNTN2,ORGAN_DAMAGE,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01476,CNTN4,DEVELOPMENT,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00316,CNTN5,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00943,CNTNAP2,IMMUNE_RESPONSE,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01449,CRIM1,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01407,DKK3,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01394,DKKL1,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00710,DLL1,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00710,DLL1,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00341,DRAXIN,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00445,Dkk-1,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00369,Dkk-4,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00299,EFNA4,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00662,EGF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01114,EGFL7,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00637,EGFR,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01254,ENG,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01138,ENO2,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05184,EPHA10,NEURO_EXPLORATORY,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05184,EPHA10,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00695,EPHA2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00695,EPHA2,ONCOLOGY_II,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00569,EPHB4,CARDIOVASCULAR_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00569,EPHB4,CARDIOVASCULAR_III,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00313,EPHB6,NEUROLOGY,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00313,EPHB6,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00682,ERBB2,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01077,ERBB2IP,ORGAN_DAMAGE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00683,ERBB3,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00705,ERBB4,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00545,FGF-19,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00410,FGF-21,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01387,FGF-21,CELL_REGULATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00512,FGF-21,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00415,FGF-23,CARDIOVASCULAR_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00507,FGF-23,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00509,FGF-5,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00713,FGF-BP1,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00954,FGF2,IMMUNE_RESPONSE,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05166,FGFR2,NEURO_EXPLORATORY,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05488,FLT1,ONCOLOGY_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05457,FLT3,ONCOLOGY_III,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00533,Flt3L,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01188,GAL,METABOLISM,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00595,GDF-15,CARDIOVASCULAR_III,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00450,GDF-2,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00328,GDF-8,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00475,GDNF,INFLAMMATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00291,GDNF,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00343,GDNFR-alpha-3,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00333,GFR-alpha-1,NEUROLOGY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01311,GFRA2,CELL_REGULATION,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00522,HGF,INFLAMMATION,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID00706,HGF,ONCOLOGY_II,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01414,INHBC,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05216,ISLR2,NEURO_EXPLORATORY,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID01241,KIT,CARDIOMETABOLIC,Angiogenesis_vascular_repair_growth_factor,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
OID05491,L1CAM,ONCOLOGY_III,Neural_synapse_axon_plasticity_repair,Synaptic / neuronal plasticity / neurotrophic signaling,yes,needs biologist review
